Location,Date_Time,Temperature_C,Humidity_pct,Precipitation_mm,Wind_Speed_kmh,Month,Year
Houston,03-04-2024 19:11,25.86028491,63.90490495,4.814776867,2.462500328,April,2024
San Jose,14-02-2024 10:25,31.81760284,70.77590504,8.900341886,15.05771605,February,2024
San Jose,13-01-2024 07:40,1.752633343,70.80577354,3.802612855,11.26329714,January,2024
Chicago,02-05-2024 23:11,17.18612248,51.97626875,4.065937801,9.213576787,May,2024
Houston,28-03-2024 17:38,25.6973653,60.45407126,8.714063928,5.527217262,March,2024
San Diego,09-03-2024 13:18,15.71881591,39.40713922,1.10981356,10.50592154,March,2024
New York,28-02-2024 04:25,27.36180223,35.01815966,5.739019622,5.094228424,February,2024
Los Angeles,23-01-2024 14:36,36.37790009,71.12688209,6.893253037,11.50581351,January,2024
San Jose,05-03-2024 16:44,32.30727482,71.02467211,5.450594274,4.472083039,March,2024
San Diego,25-04-2024 05:50,36.22300375,72.48586442,6.371152447,1.12259508,April,2024
New York,18-02-2024 17:16,22.43860629,79.27741776,7.386869409,3.864087297,February,2024
Dallas,16-01-2024 22:07,37.10464153,57.04462615,2.904577773,6.182689073,January,2024
Philadelphia,28-02-2024 08:42,21.52288375,37.28268407,2.956475291,9.318183445,February,2024
San Jose,10-02-2024 03:40,39.18675409,83.92065711,9.221678701,25.72032157,February,2024
Philadelphia,01-02-2024 07:39,16.35682933,44.25579047,2.644095993,20.80128948,February,2024
San Antonio,03-05-2024 06:35,23.33040657,87.82923967,0.955883181,27.6865617,May,2024
Houston,04-04-2024 04:43,23.67833694,34.17875667,2.437240855,15.94389583,April,2024
San Jose,28-02-2024 23:53,-7.027933346,87.88687527,3.789267807,14.99590607,February,2024
Phoenix,25-03-2024 23:44,8.824727162,51.35455634,2.300592961,29.883658,March,2024
San Jose,12-04-2024 15:32,23.20962818,79.2827192,7.667425312,28.92651563,April,2024
New York,14-01-2024 04:01,38.59500854,34.20898881,9.95854152,13.22119846,January,2024
Phoenix,21-01-2024 18:25,24.88285441,38.49180729,12.19669112,18.17864316,January,2024
New York,09-05-2024 10:32,4.618318166,71.55638663,8.435230369,10.62287688,May,2024
San Jose,16-02-2024 05:02,39.03123585,50.08327634,5.384693801,25.28290362,February,2024
San Antonio,17-05-2024 08:25,20.42480264,79.14332804,6.682785685,27.0452639,May,2024
San Jose,05-03-2024 00:14,25.47051002,65.57808274,1.122797252,20.3063584,March,2024
Dallas,15-05-2024 05:04,28.32522582,31.40906125,4.23956326,7.02585758,May,2024
Dallas,06-05-2024 14:06,2.717864301,71.22728087,3.188994664,29.90976003,May,2024
Chicago,23-03-2024 15:04,24.05544746,48.05660984,1.331331167,2.918313703,March,2024
Chicago,02-01-2024 23:50,16.7501205,32.80292129,2.046893932,16.93986341,January,2024
New York,08-03-2024 03:35,13.4043472,66.73656365,7.237278671,6.170718337,March,2024
San Diego,24-04-2024 06:12,18.78132286,71.67129028,3.247822582,8.23253677,April,2024
Phoenix,21-03-2024 08:36,21.24645663,69.14624092,8.600097864,13.63353032,March,2024
New York,08-02-2024 02:05,13.49510319,36.06129972,7.304872314,8.860085185,February,2024
New York,28-02-2024 19:13,20.75532772,55.25290454,4.787088888,13.0930325,February,2024
San Antonio,05-05-2024 03:24,-0.086209876,72.58618959,1.16964577,14.10431779,May,2024
New York,22-02-2024 18:28,32.20624404,64.20766481,4.099755218,14.92287396,February,2024
Philadelphia,21-03-2024 11:32,29.83567028,55.97693082,1.346152604,16.91421034,March,2024
Dallas,23-01-2024 07:00,7.057078534,34.48120296,2.688779485,25.08240739,January,2024
Dallas,16-01-2024 20:27,33.1412266,47.77933602,3.470788872,23.05140541,January,2024
Chicago,08-01-2024 17:41,11.36590555,43.07955242,3.590098875,0.088250117,January,2024
New York,05-05-2024 10:04,15.17972814,79.99458277,4.914010358,28.4760915,May,2024
Chicago,02-02-2024 20:22,22.795251,40.67750277,7.645548181,27.04687377,February,2024
Los Angeles,13-01-2024 22:14,33.05291656,79.69380898,5.805843053,21.28132544,January,2024
San Antonio,12-05-2024 02:25,0.057748148,83.21748587,4.025121065,0.919519753,May,2024
San Diego,21-03-2024 17:32,11.84762643,79.05606267,8.656006899,5.662933181,March,2024
San Diego,09-03-2024 01:16,18.9587177,60.75980395,7.251119836,23.04212671,March,2024
Los Angeles,15-05-2024 02:14,36.68571322,44.23641741,9.696970424,28.64064889,May,2024
Phoenix,17-04-2024 22:38,-0.915792149,62.16792495,4.635235211,8.336192387,April,2024
Chicago,09-01-2024 20:38,10.51866112,42.00214356,4.535917991,20.10177583,January,2024
Philadelphia,07-03-2024 02:41,3.748799285,56.93100096,5.612547029,23.44684799,March,2024
San Jose,18-04-2024 22:03,-2.797898153,75.70437324,2.719963825,12.54217164,April,2024
Phoenix,07-04-2024 14:44,26.67124106,40.59496323,1.788903374,18.87436912,April,2024
Los Angeles,21-04-2024 18:04,12.27089425,87.69495653,0.665869547,10.64145851,April,2024
Los Angeles,22-02-2024 13:35,11.8714277,83.6193145,2.836315082,23.74323506,February,2024
Houston,28-04-2024 12:39,0.406999398,63.0062735,3.3305682,22.39872309,April,2024
San Jose,01-05-2024 23:22,19.30973219,85.9506891,8.354625485,29.21393863,May,2024
Philadelphia,28-01-2024 11:09,39.64270035,45.40754929,5.585925559,12.3021908,January,2024
Philadelphia,09-01-2024 07:39,5.592849557,37.63744765,4.122573621,0.916971173,January,2024
San Jose,11-01-2024 12:33,27.52466554,70.61830145,3.805617466,6.901510228,January,2024
New York,26-01-2024 12:49,22.1133244,63.02991888,4.222855389,24.1354415,January,2024
Chicago,11-01-2024 23:45,38.86092014,61.55144917,2.073446835,22.74646459,January,2024
Los Angeles,01-01-2024 22:44,14.93940668,79.40916086,0.724719461,22.96973729,January,2024
Houston,23-02-2024 18:53,-2.728749467,56.05203655,7.409387394,21.50304076,February,2024
Los Angeles,29-04-2024 16:39,16.04105297,64.38988989,3.414583969,0.72175092,April,2024
Philadelphia,12-04-2024 14:01,-7.254394856,65.69434801,6.923443747,22.95060229,April,2024
New York,08-03-2024 15:23,5.412591887,38.89722504,0.621148914,0.060670953,March,2024
San Antonio,11-03-2024 23:40,17.08471302,41.27373954,9.126320557,1.355197597,March,2024
Phoenix,06-05-2024 10:42,31.86180106,80.30882219,5.251110088,9.467574138,May,2024
Los Angeles,28-03-2024 09:46,34.28702097,81.96560011,5.812352416,21.74459548,March,2024
San Diego,22-01-2024 05:53,-1.700309406,63.51370042,4.932012979,27.8655936,January,2024
Chicago,04-01-2024 22:27,23.50051858,46.73307854,9.144459543,7.980904641,January,2024
Chicago,12-03-2024 14:19,13.86865698,79.94029234,6.018368701,20.21296504,March,2024
Houston,01-02-2024 08:29,-6.323157598,39.64861007,8.85325189,21.67065908,February,2024
Phoenix,08-02-2024 12:58,-3.527347903,54.84649091,5.698649116,10.56076311,February,2024
Houston,14-02-2024 23:22,-3.47743645,43.30080445,5.351253268,13.19853434,February,2024
San Jose,16-03-2024 00:50,7.710456698,58.56879595,8.020154673,27.50715082,March,2024
San Diego,21-03-2024 04:59,8.803149689,44.83400976,2.462740813,12.06195133,March,2024
Chicago,07-02-2024 11:32,-6.113608323,44.72301648,6.540341966,24.16855975,February,2024
San Jose,06-01-2024 00:26,23.51933612,68.80565367,1.546014392,12.33310794,January,2024
New York,09-02-2024 02:01,22.28673924,38.04926461,1.790561031,28.03432926,February,2024
Los Angeles,14-02-2024 18:58,25.09920819,49.35868987,2.380516525,25.40152457,February,2024
New York,10-03-2024 16:47,13.72615188,87.81268603,1.311283314,13.31293849,March,2024
Houston,16-05-2024 22:38,31.31077912,89.33068828,2.618219056,0.768473346,May,2024
Dallas,28-02-2024 03:14,3.228341019,58.9121856,5.631460813,12.57150132,February,2024
Phoenix,05-04-2024 17:01,30.13746516,54.25177184,9.68711414,12.44961971,April,2024
Chicago,21-02-2024 03:05,27.68190669,75.66235164,5.952101113,2.505721651,February,2024
Philadelphia,11-05-2024 05:30,-2.178368635,61.97975538,5.189036695,12.67802675,May,2024
Los Angeles,21-04-2024 03:33,15.2575669,39.14014414,8.397745155,21.59197533,April,2024
Dallas,06-04-2024 17:48,5.119296573,70.66570704,2.836097821,11.11258364,April,2024
Dallas,04-02-2024 10:21,11.70235502,64.61732429,3.559123355,6.796020134,February,2024
Dallas,05-05-2024 21:14,39.57241505,88.11652736,8.882802805,7.694630621,May,2024
Philadelphia,19-04-2024 05:42,11.87647592,56.43970228,2.360204264,26.95484397,April,2024
Chicago,12-03-2024 07:19,1.508903252,86.47478384,4.677573569,22.04352392,March,2024
Los Angeles,20-02-2024 06:24,19.52608457,59.6464386,9.347352596,13.1208351,February,2024
Phoenix,29-02-2024 05:33,-2.622575185,87.53601848,1.113682585,16.2040468,February,2024
Chicago,20-01-2024 09:22,29.08577677,37.82274115,4.544272691,1.323716306,January,2024
San Diego,01-03-2024 02:27,26.2582399,82.23649871,0.954900692,8.551223707,March,2024
San Diego,14-02-2024 00:57,-6.511264643,48.80508768,9.683873777,27.80173614,February,2024
New York,13-01-2024 00:07,-1.198736315,51.03165117,1.79525562,15.66691205,January,2024
Chicago,07-05-2024 04:51,35.90355324,84.28496752,5.648600128,10.17932032,May,2024
Los Angeles,22-03-2024 01:45,10.19964828,52.92611041,5.528738348,19.59804243,March,2024
Los Angeles,24-03-2024 09:22,11.62708691,53.55333908,7.032517868,11.0756851,March,2024
Los Angeles,04-02-2024 15:09,1.052763055,44.49118314,2.214380662,3.074810385,February,2024
New York,12-04-2024 03:53,0.568322141,54.68687367,5.608069751,28.89715,April,2024
San Antonio,01-04-2024 11:47,-0.125402168,31.76526258,3.471253822,9.659625803,April,2024
Houston,29-02-2024 10:32,21.74224256,53.18355818,8.529685267,10.60974251,February,2024
Philadelphia,15-02-2024 07:27,8.782464402,40.1800316,4.563812086,11.36578433,February,2024
San Jose,20-02-2024 01:36,16.22373788,67.66813637,3.072874158,1.543024215,February,2024
Dallas,13-04-2024 12:58,2.681150463,42.89993527,8.185919246,24.83075561,April,2024
Houston,02-03-2024 13:57,9.896050542,87.67802652,1.520250369,10.00211815,March,2024
Phoenix,29-03-2024 14:45,35.7822314,50.9168357,7.315395563,16.10323425,March,2024
San Antonio,04-05-2024 18:59,31.82174284,31.51917626,7.632334835,19.51633646,May,2024
San Diego,01-04-2024 12:11,31.81372151,52.83850776,2.770582346,7.207348644,April,2024
Chicago,20-02-2024 15:47,35.15278225,72.04551066,7.223014559,0.359420722,February,2024
Chicago,16-02-2024 17:53,12.11743094,84.70065688,8.680404278,24.14733215,February,2024
San Antonio,12-05-2024 10:38,21.54780488,30.07528109,9.750241554,26.13628182,May,2024
San Antonio,06-02-2024 07:28,9.561222815,56.81406351,0.797707391,29.83385037,February,2024
Los Angeles,12-03-2024 09:33,7.945105176,64.31214338,0.467099212,13.8555398,March,2024
Phoenix,29-04-2024 22:31,38.70218831,55.77905477,3.264931577,3.135774553,April,2024
New York,01-05-2024 02:41,9.303932509,68.08467323,9.203528523,29.35943847,May,2024
Philadelphia,02-04-2024 23:36,23.47802397,78.08581434,9.489444147,22.25853579,April,2024
San Diego,08-01-2024 15:04,24.53176455,41.9259309,6.102324519,28.62321408,January,2024
New York,15-04-2024 21:57,29.60247918,31.01504409,3.150816849,24.77839245,April,2024
San Jose,03-03-2024 23:23,26.09551804,65.52414573,6.072047193,26.6624605,March,2024
Chicago,15-02-2024 15:41,14.2510556,49.3034552,2.055630388,11.01999944,February,2024
San Jose,17-03-2024 14:43,39.62575184,51.09266577,9.519021779,22.47924253,March,2024
Los Angeles,01-05-2024 06:55,-0.156599216,76.94438893,5.334529754,15.00956457,May,2024
San Diego,19-01-2024 10:50,35.00511221,73.21732357,5.981208683,29.44252798,January,2024
San Jose,14-03-2024 04:14,3.102416218,85.97228145,5.197001183,9.736325461,March,2024
Phoenix,14-01-2024 15:04,24.42083851,43.77452978,1.733662122,14.02710351,January,2024
San Antonio,27-04-2024 00:26,39.15914757,83.88610808,6.455080783,18.52730511,April,2024
San Diego,14-04-2024 00:08,9.311651178,72.18364575,1.42940188,1.147427217,April,2024
Dallas,04-01-2024 03:25,8.8130191,65.70236007,3.128660083,18.26950656,January,2024
San Diego,05-01-2024 00:47,-1.475378672,35.99730311,6.974107029,18.93188661,January,2024
New York,08-02-2024 20:26,39.97706038,62.58318277,3.286122763,2.913805433,February,2024
New York,12-05-2024 17:59,15.48562982,32.91883679,0.90956387,19.81549985,May,2024
San Jose,18-01-2024 12:36,24.8535016,52.68349002,2.151416021,13.78758398,January,2024
Philadelphia,09-01-2024 21:18,20.7041045,59.39577302,2.3965137,14.15398431,January,2024
New York,13-04-2024 01:34,7.654667097,83.96762403,6.153852875,20.5162016,April,2024
Phoenix,10-01-2024 01:50,-9.684014312,74.27406901,12.60918006,28.21067573,January,2024
Phoenix,12-01-2024 09:06,13.47549328,70.32909993,7.192634632,8.977712886,January,2024
San Jose,03-05-2024 18:14,11.30555325,56.33191237,5.303239225,11.88910219,May,2024
San Jose,02-05-2024 09:30,29.75094095,77.53721492,4.289512157,5.407389989,May,2024
San Antonio,08-02-2024 11:14,26.78877529,74.46396165,4.273432243,6.884451504,February,2024
Chicago,06-02-2024 12:04,-8.770256464,71.37735844,8.717564163,23.2591389,February,2024
San Antonio,13-01-2024 14:53,-7.124807302,51.21757983,0.110265004,16.12330607,January,2024
Houston,30-01-2024 09:02,12.42754482,67.51350343,6.65320098,21.55717758,January,2024
Los Angeles,07-04-2024 03:51,11.07298838,56.91767039,4.371547899,15.84992531,April,2024
San Jose,22-04-2024 17:47,32.69262178,39.72383961,8.119398331,5.677551319,April,2024
Houston,15-05-2024 03:40,-2.025914907,67.50822078,8.050917898,2.070757012,May,2024
Houston,23-04-2024 04:18,-5.968870105,66.66857382,8.15824104,6.195846652,April,2024
Los Angeles,03-03-2024 02:16,31.71663647,78.64558078,7.11709344,28.01165833,March,2024
Philadelphia,07-05-2024 17:16,27.87894737,49.95403604,6.032161472,8.127542228,May,2024
Dallas,07-01-2024 21:50,32.09465848,30.96176047,7.510396573,12.94224369,January,2024
Houston,21-04-2024 14:14,26.80681525,63.83437138,7.266325932,0.930029604,April,2024
New York,14-01-2024 08:10,30.30885578,78.23564347,1.479704912,27.68085299,January,2024
Philadelphia,05-04-2024 07:17,22.30299939,57.9660743,3.860470246,26.14816265,April,2024
Houston,12-04-2024 17:50,4.172860304,56.43851467,8.272308528,27.83893048,April,2024
Philadelphia,11-01-2024 03:45,8.386507045,76.43784237,1.068880957,1.697296321,January,2024
Houston,08-04-2024 08:18,37.63591092,65.86176087,4.40120039,28.8033929,April,2024
Phoenix,13-04-2024 23:43,21.50557426,60.58890507,3.409965613,28.53088369,April,2024
Philadelphia,24-03-2024 03:41,6.326115435,49.54395933,4.511194821,10.24475429,March,2024
Phoenix,15-02-2024 09:52,29.48383587,77.1075762,9.77205194,23.70079609,February,2024
San Antonio,18-04-2024 11:06,10.37944062,75.73106065,2.940320064,12.21191554,April,2024
Dallas,28-03-2024 19:01,-3.561398969,77.99490566,6.531898677,2.245098877,March,2024
Los Angeles,14-02-2024 20:10,0.474100709,42.02391216,6.63763551,0.786178134,February,2024
San Jose,11-01-2024 22:59,22.20183585,65.81108714,8.553108585,10.03110079,January,2024
Phoenix,05-04-2024 11:18,-9.116250705,83.72705583,6.446265621,24.68990831,April,2024
Phoenix,31-01-2024 21:25,28.71763141,55.35169891,7.625707334,24.30884375,January,2024
San Diego,12-01-2024 15:51,10.65723341,75.97526856,6.472142131,13.62980425,January,2024
Los Angeles,28-03-2024 23:04,34.66193113,59.86317623,3.030479073,20.06762829,March,2024
San Jose,16-03-2024 06:30,5.493666652,68.10568071,0.820299986,14.16541031,March,2024
Houston,14-01-2024 08:04,35.14133419,60.50363045,1.051577994,17.92760725,January,2024
Philadelphia,14-01-2024 20:26,22.67695652,40.22491567,9.288724694,20.58614476,January,2024
San Jose,04-01-2024 01:16,38.07404918,84.45179648,3.045463325,4.067438758,January,2024
Phoenix,25-03-2024 03:32,3.199182402,57.27945654,4.880664466,4.706996462,March,2024
Chicago,05-04-2024 08:00,-5.704881673,54.01528284,1.889808363,13.8923703,April,2024
San Jose,06-01-2024 21:45,1.054780789,60.24001013,6.670370568,7.330585733,January,2024
San Diego,04-04-2024 23:45,-9.600305596,57.03805227,1.343523523,14.53464409,April,2024
Phoenix,13-04-2024 09:38,2.343650672,58.61796024,7.258172705,7.455926883,April,2024
San Antonio,16-04-2024 21:42,0.52069349,88.1102374,3.546516137,5.916548292,April,2024
Houston,09-05-2024 10:48,0.608135719,80.14502741,8.470189237,18.72682813,May,2024
San Jose,07-05-2024 12:53,9.951438408,30.4394904,5.280327234,23.35023745,May,2024
New York,09-01-2024 05:55,-6.709816543,77.81854228,0.817938713,8.940783623,January,2024
Chicago,20-02-2024 02:05,22.60501533,76.31378999,6.728803045,7.177949972,February,2024
Los Angeles,15-05-2024 16:59,8.614758401,72.15691399,5.163589132,27.64612189,May,2024
Los Angeles,10-03-2024 14:33,24.60755559,68.87832817,2.130562358,0.454227277,March,2024
San Diego,03-02-2024 01:45,-1.398054934,71.15167211,0.398669904,10.20780303,February,2024
Philadelphia,28-01-2024 09:23,13.73264421,70.34755157,1.560686332,5.426694601,January,2024
San Antonio,31-01-2024 02:52,-2.999248768,78.67966344,7.271538852,22.24777658,January,2024
Dallas,14-05-2024 18:14,12.10891194,81.39425555,6.448804764,23.26019175,May,2024
Chicago,08-01-2024 02:25,23.56665207,84.90426924,6.341510898,22.36542444,January,2024
Houston,13-02-2024 04:07,37.36380011,66.33470306,9.431496501,15.06849016,February,2024
San Jose,05-03-2024 08:02,2.357518055,86.06208631,1.499055166,5.129232444,March,2024
Philadelphia,11-05-2024 11:45,-1.762184066,46.90079341,7.629975457,0.794986122,May,2024
Chicago,19-01-2024 10:56,15.0257807,40.56693901,7.553124602,29.79113973,January,2024
Los Angeles,30-04-2024 16:23,19.76520441,78.66121699,5.347994732,10.22011485,April,2024
San Jose,02-04-2024 06:54,37.78068578,36.05848772,1.882393066,29.82877112,April,2024
Phoenix,09-02-2024 09:57,-18.51653713,62.07493432,6.380110289,12.37224632,February,2024
San Diego,23-03-2024 09:34,12.34821949,59.02767328,0.028853151,26.51055664,March,2024
New York,01-02-2024 03:43,-3.482086638,43.6909129,7.610241383,15.12236864,February,2024
San Diego,13-02-2024 04:24,38.79256843,83.60945518,1.232033475,13.35761901,February,2024
Dallas,28-04-2024 04:35,21.75649516,61.9525606,2.147184668,23.64573449,April,2024
San Antonio,12-01-2024 11:09,-1.938804978,45.27680913,9.502068894,28.08520434,January,2024
San Antonio,03-05-2024 10:57,26.61288958,42.01694279,0.463380296,12.35393285,May,2024
Chicago,03-03-2024 19:41,39.08325894,41.83962022,7.974281376,28.31405852,March,2024
Chicago,07-03-2024 23:14,10.57090358,77.51422704,6.947295793,2.010862988,March,2024
San Diego,16-02-2024 19:15,11.07469491,83.93182876,6.611781939,26.17719465,February,2024
New York,16-04-2024 19:14,6.45434389,71.11452594,6.717852395,17.80317221,April,2024
San Diego,13-04-2024 00:48,31.38515708,70.03973293,2.129791331,24.04750139,April,2024
Los Angeles,25-01-2024 22:41,7.976282201,81.16372121,4.901814231,6.065876162,January,2024
San Jose,29-01-2024 10:42,19.8132067,82.40260386,5.73254109,3.13399483,January,2024
Houston,08-03-2024 22:32,10.89932765,30.46950626,7.094873212,28.62307948,March,2024
San Jose,10-01-2024 15:04,-6.852339022,76.12552313,5.611779048,1.098783678,January,2024
San Diego,04-04-2024 05:43,27.57788248,57.23749018,9.896511992,13.10812243,April,2024
San Jose,03-01-2024 14:22,21.76204386,59.60283452,7.948080923,24.48222146,January,2024
Houston,24-01-2024 22:56,17.8282047,70.50829275,3.782489072,14.40904252,January,2024
Chicago,18-02-2024 18:42,1.006949459,42.51660045,1.420781862,10.25162451,February,2024
San Antonio,02-02-2024 11:10,-5.078030687,37.32490603,7.661785982,5.048044981,February,2024
San Antonio,06-04-2024 11:50,-9.793471207,64.42107439,8.105502638,10.9213709,April,2024
Philadelphia,12-04-2024 04:50,-9.084986332,58.77303465,3.384436473,5.723404999,April,2024
Dallas,23-02-2024 00:22,11.17159575,67.0665667,5.605703421,23.29613818,February,2024
Philadelphia,21-02-2024 12:34,25.76461736,76.09860265,8.554859475,13.12787324,February,2024
Los Angeles,17-03-2024 07:35,23.90048522,86.44981884,2.698407821,11.36296634,March,2024
Los Angeles,12-02-2024 09:37,-1.768382482,77.94257718,1.198012826,0.614072717,February,2024
Houston,01-05-2024 07:58,1.322434099,53.18271162,0.343295039,3.263482458,May,2024
Houston,20-04-2024 11:55,4.378207461,81.49865096,1.868716984,15.34224636,April,2024
San Jose,24-03-2024 10:50,5.878665402,35.40934284,3.463070807,20.32189042,March,2024
San Antonio,19-04-2024 14:27,28.00302993,89.34236406,9.62447144,22.27317259,April,2024
San Diego,20-01-2024 23:13,-4.51630139,67.89484048,2.059659671,24.33814504,January,2024
Phoenix,03-04-2024 13:11,2.318688315,83.91826783,2.978219591,18.93416187,April,2024
Chicago,16-01-2024 22:07,-0.992350798,85.51435619,9.442809885,16.45040768,January,2024
San Diego,10-02-2024 23:34,10.92595277,30.66458562,9.429968498,21.18722621,February,2024
Philadelphia,03-01-2024 03:56,-9.107599966,83.33113341,3.905235039,4.883576764,January,2024
Los Angeles,10-03-2024 15:38,7.103105425,78.61946845,8.967549511,23.24271792,March,2024
New York,12-02-2024 06:27,24.33378459,67.17129665,9.382393643,4.119679844,February,2024
San Jose,25-03-2024 04:11,16.68025289,73.99172281,7.30150038,11.67390976,March,2024
Philadelphia,08-02-2024 19:31,11.86948633,88.49589263,4.555499163,22.33863624,February,2024
Dallas,16-01-2024 18:11,6.393624257,33.09213604,3.845920977,29.67985897,January,2024
Chicago,28-02-2024 03:18,-9.65755631,79.00814034,4.738203418,22.5288508,February,2024
New York,31-01-2024 12:11,30.87883607,70.85336768,5.567427507,23.87097866,January,2024
Los Angeles,19-03-2024 07:00,10.04023709,76.55060456,0.77166346,2.637113584,March,2024
Houston,02-03-2024 01:49,9.172024227,73.24095026,1.226665083,29.2059299,March,2024
San Diego,09-01-2024 08:36,6.753928652,66.0328377,7.161662984,27.0305105,January,2024
San Diego,17-02-2024 20:32,29.34440703,38.89595969,8.590472817,6.343018191,February,2024
San Diego,08-03-2024 15:48,24.81144297,75.81817314,5.757871412,12.95509135,March,2024
San Jose,16-04-2024 11:39,-6.747461823,44.58399399,6.558034102,26.26842558,April,2024
San Jose,09-04-2024 11:38,-2.357682466,39.61925971,9.930691863,25.77400188,April,2024
Phoenix,02-04-2024 09:11,37.70459739,34.72744146,0.697890493,23.34497645,April,2024
San Diego,28-02-2024 17:22,13.87132171,55.77354452,2.433696684,2.130311249,February,2024
San Antonio,01-05-2024 20:09,24.01876117,81.73836253,4.660912219,22.85575013,May,2024
San Jose,04-03-2024 10:07,8.459424574,45.08136558,0.161008393,2.263707556,March,2024
Chicago,04-05-2024 13:24,35.06534844,35.61710565,7.582426127,7.193795809,May,2024
Phoenix,06-02-2024 20:56,-15.10055992,30.5742841,6.873378449,5.202487767,February,2024
Phoenix,26-04-2024 04:50,38.29799206,84.22927596,1.656346081,8.377532461,April,2024
Dallas,09-04-2024 15:10,-8.576820554,36.75692554,2.684973087,11.66945279,April,2024
Los Angeles,14-01-2024 01:27,32.34537034,73.94062963,8.94834912,2.261642096,January,2024
New York,18-04-2024 23:50,6.791316771,63.89132746,6.015711641,14.74583423,April,2024
New York,29-04-2024 07:22,30.18390567,63.376907,1.590646996,17.09306124,April,2024
Chicago,30-04-2024 18:13,27.16314799,79.92196962,5.361800241,20.79193901,April,2024
Dallas,08-03-2024 20:22,37.5959865,60.57539524,6.823837607,24.41070591,March,2024
San Antonio,21-02-2024 06:54,-3.502403664,77.98561305,3.099820606,25.24902476,February,2024
San Jose,11-01-2024 02:18,29.75799796,49.58862432,4.448265139,5.519264122,January,2024
Los Angeles,08-01-2024 16:18,18.54977364,83.37558029,9.75681209,8.62392163,January,2024
Phoenix,26-01-2024 01:06,26.5492633,83.88407834,12.71899122,21.01245973,January,2024
Los Angeles,03-03-2024 05:43,27.16698974,31.13165111,6.00647108,10.94932046,March,2024
Phoenix,01-05-2024 13:13,28.67898754,44.70135036,9.565019047,23.45856678,May,2024
Philadelphia,25-04-2024 03:26,-1.481625333,47.54400387,9.595753969,11.00929385,April,2024
Phoenix,21-01-2024 17:17,18.6521488,41.25763971,4.808577496,28.93209024,January,2024
Phoenix,22-04-2024 07:25,27.65210811,83.37833477,5.361573536,8.405456047,April,2024
Dallas,26-03-2024 00:05,24.52585304,55.84773115,5.505151628,25.12645192,March,2024
Phoenix,21-03-2024 09:28,25.09972716,63.03082953,6.279843029,6.600888037,March,2024
Phoenix,28-03-2024 11:15,13.59966909,70.63949427,9.362222629,9.784544,March,2024
San Jose,02-04-2024 23:18,10.80952024,76.82944206,0.350592268,10.94121529,April,2024
San Jose,10-05-2024 17:21,-0.360413319,40.47964688,5.198904185,10.45922766,May,2024
San Diego,13-01-2024 00:17,36.66842427,77.87972026,6.553488202,2.361903959,January,2024
San Antonio,26-03-2024 00:31,-6.156842264,80.59716488,1.152390865,7.932753131,March,2024
San Antonio,13-02-2024 04:31,37.95634844,56.42719724,9.580735728,14.63835874,February,2024
Dallas,08-02-2024 06:27,34.50715812,75.12198774,1.813185497,16.8750235,February,2024
Dallas,14-03-2024 02:46,13.2923208,39.54569426,3.100741722,4.340028261,March,2024
Houston,21-01-2024 05:54,5.286343245,60.23017593,3.377833559,8.580691184,January,2024
San Jose,25-03-2024 16:20,30.15114068,35.93383854,5.781780437,6.767921704,March,2024
Philadelphia,17-02-2024 10:31,21.87889901,51.66018958,9.044200375,18.48530891,February,2024
New York,11-02-2024 17:49,21.24736386,69.99569913,7.826450859,2.918138936,February,2024
New York,12-05-2024 10:20,27.87466951,52.82335842,0.125251856,26.11712386,May,2024
Houston,27-03-2024 04:32,26.2006687,37.13842613,0.97557274,4.529120138,March,2024
Dallas,04-04-2024 19:10,11.27567773,88.10327286,8.371625213,24.07319506,April,2024
San Antonio,10-04-2024 18:57,28.35965825,45.61375378,0.110994984,21.06711953,April,2024
Los Angeles,13-05-2024 05:46,8.373542865,65.24406071,9.779484718,28.18021733,May,2024
San Diego,12-02-2024 08:11,29.04003547,56.96448108,8.415285782,20.31304672,February,2024
Phoenix,10-03-2024 12:20,17.07792395,67.87429618,4.158498422,19.86060547,March,2024
Phoenix,14-03-2024 15:51,37.83672854,70.60941325,8.452944207,27.27971053,March,2024
New York,16-02-2024 08:01,14.54864198,66.74026888,1.922803432,10.26561457,February,2024
Houston,22-02-2024 08:59,10.58545318,48.00724536,2.237025864,25.93101179,February,2024
San Diego,06-02-2024 15:16,7.347916513,31.07148771,2.486812923,0.847498976,February,2024
Houston,22-02-2024 21:44,33.21823274,81.92918805,3.359335883,29.40395426,February,2024
San Antonio,01-03-2024 11:18,2.213478527,46.59199611,2.604625407,12.43180034,March,2024
Chicago,15-01-2024 01:02,26.01939724,40.83123297,3.751563916,4.764129503,January,2024
Houston,11-02-2024 10:25,12.02949091,59.52349955,0.570051667,16.3608313,February,2024
San Diego,28-04-2024 19:46,2.236786236,79.55299245,5.764902144,2.544008727,April,2024
Phoenix,03-04-2024 05:35,12.08505357,72.28746709,2.058689297,9.976230879,April,2024
San Jose,18-03-2024 01:41,22.23116162,74.5664474,3.280292817,12.88501062,March,2024
Phoenix,21-04-2024 10:51,22.47830324,88.76019088,8.525057052,25.46649406,April,2024
San Antonio,31-03-2024 19:54,18.84251977,34.19509879,8.672129606,29.24258197,March,2024
Houston,28-04-2024 11:44,26.55353421,33.83542348,7.081568077,28.35249889,April,2024
San Antonio,08-04-2024 09:53,-3.239954608,43.29228377,5.11044641,6.381075721,April,2024
